Año - Semestre,Lugar de Clase,Nivel,Sede,Jornada,Programa Académico,Semestre,Código,Concepto Financiero,Valor del Concepto.
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),3,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),1,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),2,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),3,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),1,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),2,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),3,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),1,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),2,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),3,22,MATRICULA,2618200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),10,22,MATRICULA,2670100
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),8,22,MATRICULA,2686000
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),9,22,MATRICULA,2686000
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),7,22,MATRICULA,2687100
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),6,22,MATRICULA,2712500
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),5,22,MATRICULA,2713600
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),4,22,MATRICULA,2848200
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),1,22,MATRICULA,2862000
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),2,22,MATRICULA,2862000
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),3,22,MATRICULA,2862000
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Diurna,ESPECIALIZACION EN SEGURIDAD Y SALUD EN . (810),1,22,MATRICULA,4136724
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Fin de semana,ESPECIALIZACION EN DERECHO CONSTITUCIONA. (820),2,22,MATRICULA,4300000
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Fin de semana,ESPECIALIZACION EN DERECHO CONSTITUCIONA. (820),1,22,MATRICULA,4558000
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),12,22,MATRICULA,4873900
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),11,22,MATRICULA,4874900
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),10,22,MATRICULA,4876000
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),7,22,MATRICULA,4904600
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),8,22,MATRICULA,4904600
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),9,22,MATRICULA,4904600
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),5,22,MATRICULA,4951300
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),6,22,MATRICULA,4951300
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),4,22,MATRICULA,5341300
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),1,22,MATRICULA,5364700
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),2,22,MATRICULA,5364700
2016 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),3,22,MATRICULA,5364700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),10,22,MATRICULA,233200
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),12,22,MATRICULA,233200
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),No Formal,TULUÁ,Completa,MODULOS DE PROFICIENCIA. (710),1,22,MATRICULA,270000
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),10,22,MATRICULA,466250
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),12,22,MATRICULA,466250
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),10,22,MATRICULA,466250
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),10,22,MATRICULA,466400
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN COMERCIAL Y FINANCIERA. (609),1,22,MATRICULA,689454
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),1,22,MATRICULA,689454
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),2,22,MATRICULA,689454
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),3,22,MATRICULA,689454
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),4,22,MATRICULA,689454
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNICA PROFESIONAL EN PROCESOS ADMINIST. (610),2,22,MATRICULA,689454
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNICA PROFESIONAL EN PROCESOS ADMINIST. (610),3,22,MATRICULA,689454
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),11,22,MATRICULA,850133
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),11,22,MATRICULA,850133
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),10,22,MATRICULA,850133
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),11,22,MATRICULA,850133
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),11,22,MATRICULA,850133
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),6,22,MATRICULA,941300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),7,22,MATRICULA,1030300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),8,22,MATRICULA,1030300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),5,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),6,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),1,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),2,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),3,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),4,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),5,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),6,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),7,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),8,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),9,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (651),10,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),1,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),2,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),3,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),4,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),5,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN ELECTRICIDAD. (603),6,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),1,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),3,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),4,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),5,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN GESTIÓN DE SALUD. (601),6,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),1,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),2,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),3,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),4,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),5,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS. (606),6,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),1,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),2,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),3,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),4,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),5,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN OBRAS CIVILES. (602),6,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),1,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),2,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),3,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),4,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),5,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN REGENCIA DE FARMACIA. (605),6,22,MATRICULA,1034181
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),5,22,MATRICULA,1039900
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),6,22,MATRICULA,1039900
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),5,22,MATRICULA,1044100
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),4,22,MATRICULA,1045200
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),5,22,MATRICULA,1046200
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),6,22,MATRICULA,1046200
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),1,22,MATRICULA,1051500
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),2,22,MATRICULA,1051500
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,LICENCIATURA EN EDUCACION BASICA CON ENF. (440),3,22,MATRICULA,1051500
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),4,22,MATRICULA,1051500
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),4,22,MATRICULA,1051500
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),1,22,MATRICULA,1054700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),2,22,MATRICULA,1054700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN AGROPECUARIA AMBIENTAL. (910),3,22,MATRICULA,1054700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),2,22,MATRICULA,1054700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,TECNOLOGIA EN LOGISTICA EMPRESARIAL. (930),3,22,MATRICULA,1054700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),No Formal,TULUÁ,Fin de semana,DIPLOMADO EN SISTEMAS DE GESTIÓN DE INOC. (760),1,22,MATRICULA,1300000
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN COMERCIAL Y FINANCIERA. (609),7,22,MATRICULA,1378908
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),7,22,MATRICULA,1378908
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),8,22,MATRICULA,1378908
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),9,22,MATRICULA,1378908
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Fin de semana,ADMINISTRACIÓN DE SERVICIOS DE SALUD. (612),10,22,MATRICULA,1378908
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),10,22,MATRICULA,1442700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),11,22,MATRICULA,1442700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),12,22,MATRICULA,1442700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),8,22,MATRICULA,1453300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),9,22,MATRICULA,1453300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),7,22,MATRICULA,1454300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),6,22,MATRICULA,1466000
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),5,22,MATRICULA,1467000
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),4,22,MATRICULA,1601700
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),2,22,MATRICULA,1610100
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),3,22,MATRICULA,1610100
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (410),1,22,MATRICULA,1610200
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),7,22,MATRICULA,1791400
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),8,22,MATRICULA,1792500
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),9,22,MATRICULA,1792500
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),10,22,MATRICULA,1793500
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),6,22,MATRICULA,1807300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),5,22,MATRICULA,1808400
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),4,22,MATRICULA,1815800
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),1,22,MATRICULA,1825300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),2,22,MATRICULA,1825300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),3,22,MATRICULA,1825300
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),8,22,MATRICULA,1865600
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),9,22,MATRICULA,1865600
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),11,22,MATRICULA,1865600
2016 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),8,22,MATRICULA,1865600
